qid,category_id,level,q_en,hint_en,persp_en,q_id,hint_id,persp_id
education-easy-03,education,easy,Can curiosity survive standardization?,Start with a concrete everyday case before expanding the argument.,"Education transmits knowledge and social power. Dewey and Freire would ask what kind of person schooling is trying to create. For an easy discussion, keep the example concrete and personal.",Bisakah rasa ingin tahu bertahan dalam standardisasi?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pendidikan menyalurkan pengetahuan sekaligus kekuasaan sosial. Dewey dan Freire akan bertanya pendidikan sedang membentuk manusia seperti apa. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
education-easy-04,education,easy,What should education value most?,Start with a concrete everyday case before expanding the argument.,"Education transmits knowledge and social power. Dewey and Freire would ask what kind of person schooling is trying to create. For an easy discussion, keep the example concrete and personal.",Apa yang seharusnya paling dihargai pendidikan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pendidikan menyalurkan pengetahuan sekaligus kekuasaan sosial. Dewey dan Freire akan bertanya pendidikan sedang membentuk manusia seperti apa. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
education-easy-05,education,easy,Who benefits when knowledge becomes credentials?,Start with a concrete everyday case before expanding the argument.,"Education transmits knowledge and social power. Dewey and Freire would ask what kind of person schooling is trying to create. For an easy discussion, keep the example concrete and personal.",Siapa yang diuntungkan ketika pengetahuan dijadikan kredensial?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pendidikan menyalurkan pengetahuan sekaligus kekuasaan sosial. Dewey dan Freire akan bertanya pendidikan sedang membentuk manusia seperti apa. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
education-medium-01,education,medium,Should school teach obedience or independence?,"Test the idea against a trade-off, incentive, or unintended effect.","Education transmits knowledge and social power. Dewey and Freire would ask what kind of person schooling is trying to create. For a medium discussion, add incentives, power, and long-term consequences.",Haruskah sekolah mengajarkan kepatuhan atau kemandirian?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pendidikan menyalurkan pengetahuan sekaligus kekuasaan sosial. Dewey dan Freire akan bertanya pendidikan sedang membentuk manusia seperti apa. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
education-medium-02,education,medium,Are tests fair measures of learning?,"Test the idea against a trade-off, incentive, or unintended effect.","Education transmits knowledge and social power. Dewey and Freire would ask what kind of person schooling is trying to create. For a medium discussion, add incentives, power, and long-term consequences.",Apakah ujian ukuran belajar yang adil?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pendidikan menyalurkan pengetahuan sekaligus kekuasaan sosial. Dewey dan Freire akan bertanya pendidikan sedang membentuk manusia seperti apa. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
education-medium-03,education,medium,Can curiosity survive standardization?,"Test the idea against a trade-off, incentive, or unintended effect.","Education transmits knowledge and social power. Dewey and Freire would ask what kind of person schooling is trying to create. For a medium discussion, add incentives, power, and long-term consequences.",Bisakah rasa ingin tahu bertahan dalam standardisasi?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pendidikan menyalurkan pengetahuan sekaligus kekuasaan sosial. Dewey dan Freire akan bertanya pendidikan sedang membentuk manusia seperti apa. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
education-medium-04,education,medium,What should education value most?,"Test the idea against a trade-off, incentive, or unintended effect.","Education transmits knowledge and social power. Dewey and Freire would ask what kind of person schooling is trying to create. For a medium discussion, add incentives, power, and long-term consequences.",Apa yang seharusnya paling dihargai pendidikan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pendidikan menyalurkan pengetahuan sekaligus kekuasaan sosial. Dewey dan Freire akan bertanya pendidikan sedang membentuk manusia seperti apa. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
education-medium-05,education,medium,Who benefits when knowledge becomes credentials?,"Test the idea against a trade-off, incentive, or unintended effect.","Education transmits knowledge and social power. Dewey and Freire would ask what kind of person schooling is trying to create. For a medium discussion, add incentives, power, and long-term consequences.",Siapa yang diuntungkan ketika pengetahuan dijadikan kredensial?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pendidikan menyalurkan pengetahuan sekaligus kekuasaan sosial. Dewey dan Freire akan bertanya pendidikan sedang membentuk manusia seperti apa. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
education-hard-01,education,hard,Should school teach obedience or independence?,Push the idea until it collides with a competing value or edge case.,"Education transmits knowledge and social power. Dewey and Freire would ask what kind of person schooling is trying to create. For a hard discussion, ask what breaks when two valid values collide.",Haruskah sekolah mengajarkan kepatuhan atau kemandirian?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pendidikan menyalurkan pengetahuan sekaligus kekuasaan sosial. Dewey dan Freire akan bertanya pendidikan sedang membentuk manusia seperti apa. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
education-hard-02,education,hard,Are tests fair measures of learning?,Push the idea until it collides with a competing value or edge case.,"Education transmits knowledge and social power. Dewey and Freire would ask what kind of person schooling is trying to create. For a hard discussion, ask what breaks when two valid values collide.",Apakah ujian ukuran belajar yang adil?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pendidikan menyalurkan pengetahuan sekaligus kekuasaan sosial. Dewey dan Freire akan bertanya pendidikan sedang membentuk manusia seperti apa. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
education-hard-03,education,hard,Can curiosity survive standardization?,Push the idea until it collides with a competing value or edge case.,"Education transmits knowledge and social power. Dewey and Freire would ask what kind of person schooling is trying to create. For a hard discussion, ask what breaks when two valid values collide.",Bisakah rasa ingin tahu bertahan dalam standardisasi?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pendidikan menyalurkan pengetahuan sekaligus kekuasaan sosial. Dewey dan Freire akan bertanya pendidikan sedang membentuk manusia seperti apa. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
education-hard-04,education,hard,What should education value most?,Push the idea until it collides with a competing value or edge case.,"Education transmits knowledge and social power. Dewey and Freire would ask what kind of person schooling is trying to create. For a hard discussion, ask what breaks when two valid values collide.",Apa yang seharusnya paling dihargai pendidikan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pendidikan menyalurkan pengetahuan sekaligus kekuasaan sosial. Dewey dan Freire akan bertanya pendidikan sedang membentuk manusia seperti apa. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
education-hard-05,education,hard,Who benefits when knowledge becomes credentials?,Push the idea until it collides with a competing value or edge case.,"Education transmits knowledge and social power. Dewey and Freire would ask what kind of person schooling is trying to create. For a hard discussion, ask what breaks when two valid values collide.",Siapa yang diuntungkan ketika pengetahuan dijadikan kredensial?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pendidikan menyalurkan pengetahuan sekaligus kekuasaan sosial. Dewey dan Freire akan bertanya pendidikan sedang membentuk manusia seperti apa. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
career-easy-01,career,easy,Is ambition virtue or trap?,Start with a concrete everyday case before expanding the argument.,"Career questions sit between meaning, status, and survival. Weber and Hochschild both show how work can shape the self. For an easy discussion, keep the example concrete and personal.",Apakah ambisi itu kebajikan atau jebakan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pertanyaan karier berada di antara makna, status, dan bertahan hidup. Weber dan Hochschild sama-sama menunjukkan bagaimana kerja membentuk diri. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
career-easy-02,career,easy,Should work define identity?,Start with a concrete everyday case before expanding the argument.,"Career questions sit between meaning, status, and survival. Weber and Hochschild both show how work can shape the self. For an easy discussion, keep the example concrete and personal.",Haruskah pekerjaan mendefinisikan identitas?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pertanyaan karier berada di antara makna, status, dan bertahan hidup. Weber dan Hochschild sama-sama menunjukkan bagaimana kerja membentuk diri. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
career-easy-03,career,easy,Can success be measured without money?,Start with a concrete everyday case before expanding the argument.,"Career questions sit between meaning, status, and survival. Weber and Hochschild both show how work can shape the self. For an easy discussion, keep the example concrete and personal.",Bisakah kesuksesan diukur tanpa uang?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pertanyaan karier berada di antara makna, status, dan bertahan hidup. Weber dan Hochschild sama-sama menunjukkan bagaimana kerja membentuk diri. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
career-easy-04,career,easy,When does productivity erase the self?,Start with a concrete everyday case before expanding the argument.,"Career questions sit between meaning, status, and survival. Weber and Hochschild both show how work can shape the self. For an easy discussion, keep the example concrete and personal.",Kapan produktivitas menghapus diri?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pertanyaan karier berada di antara makna, status, dan bertahan hidup. Weber dan Hochschild sama-sama menunjukkan bagaimana kerja membentuk diri. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
career-easy-05,career,easy,Is balance a realistic goal or a slogan?,Start with a concrete everyday case before expanding the argument.,"Career questions sit between meaning, status, and survival. Weber and Hochschild both show how work can shape the self. For an easy discussion, keep the example concrete and personal.",Apakah keseimbangan tujuan realistis atau slogan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pertanyaan karier berada di antara makna, status, dan bertahan hidup. Weber dan Hochschild sama-sama menunjukkan bagaimana kerja membentuk diri. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
career-medium-01,career,medium,Is ambition virtue or trap?,"Test the idea against a trade-off, incentive, or unintended effect.","Career questions sit between meaning, status, and survival. Weber and Hochschild both show how work can shape the self. For a medium discussion, add incentives, power, and long-term consequences.",Apakah ambisi itu kebajikan atau jebakan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pertanyaan karier berada di antara makna, status, dan bertahan hidup. Weber dan Hochschild sama-sama menunjukkan bagaimana kerja membentuk diri. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
career-medium-02,career,medium,Should work define identity?,"Test the idea against a trade-off, incentive, or unintended effect.","Career questions sit between meaning, status, and survival. Weber and Hochschild both show how work can shape the self. For a medium discussion, add incentives, power, and long-term consequences.",Haruskah pekerjaan mendefinisikan identitas?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pertanyaan karier berada di antara makna, status, dan bertahan hidup. Weber dan Hochschild sama-sama menunjukkan bagaimana kerja membentuk diri. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
career-medium-03,career,medium,Can success be measured without money?,"Test the idea against a trade-off, incentive, or unintended effect.","Career questions sit between meaning, status, and survival. Weber and Hochschild both show how work can shape the self. For a medium discussion, add incentives, power, and long-term consequences.",Bisakah kesuksesan diukur tanpa uang?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pertanyaan karier berada di antara makna, status, dan bertahan hidup. Weber dan Hochschild sama-sama menunjukkan bagaimana kerja membentuk diri. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
career-medium-04,career,medium,When does productivity erase the self?,"Test the idea against a trade-off, incentive, or unintended effect.","Career questions sit between meaning, status, and survival. Weber and Hochschild both show how work can shape the self. For a medium discussion, add incentives, power, and long-term consequences.",Kapan produktivitas menghapus diri?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pertanyaan karier berada di antara makna, status, dan bertahan hidup. Weber dan Hochschild sama-sama menunjukkan bagaimana kerja membentuk diri. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
career-medium-05,career,medium,Is balance a realistic goal or a slogan?,"Test the idea against a trade-off, incentive, or unintended effect.","Career questions sit between meaning, status, and survival. Weber and Hochschild both show how work can shape the self. For a medium discussion, add incentives, power, and long-term consequences.",Apakah keseimbangan tujuan realistis atau slogan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pertanyaan karier berada di antara makna, status, dan bertahan hidup. Weber dan Hochschild sama-sama menunjukkan bagaimana kerja membentuk diri. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
career-hard-01,career,hard,Is ambition virtue or trap?,Push the idea until it collides with a competing value or edge case.,"Career questions sit between meaning, status, and survival. Weber and Hochschild both show how work can shape the self. For a hard discussion, ask what breaks when two valid values collide.",Apakah ambisi itu kebajikan atau jebakan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pertanyaan karier berada di antara makna, status, dan bertahan hidup. Weber dan Hochschild sama-sama menunjukkan bagaimana kerja membentuk diri. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
career-hard-02,career,hard,Should work define identity?,Push the idea until it collides with a competing value or edge case.,"Career questions sit between meaning, status, and survival. Weber and Hochschild both show how work can shape the self. For a hard discussion, ask what breaks when two valid values collide.",Haruskah pekerjaan mendefinisikan identitas?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pertanyaan karier berada di antara makna, status, dan bertahan hidup. Weber dan Hochschild sama-sama menunjukkan bagaimana kerja membentuk diri. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
career-hard-03,career,hard,Can success be measured without money?,Push the idea until it collides with a competing value or edge case.,"Career questions sit between meaning, status, and survival. Weber and Hochschild both show how work can shape the self. For a hard discussion, ask what breaks when two valid values collide.",Bisakah kesuksesan diukur tanpa uang?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pertanyaan karier berada di antara makna, status, dan bertahan hidup. Weber dan Hochschild sama-sama menunjukkan bagaimana kerja membentuk diri. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
career-hard-04,career,hard,When does productivity erase the self?,Push the idea until it collides with a competing value or edge case.,"Career questions sit between meaning, status, and survival. Weber and Hochschild both show how work can shape the self. For a hard discussion, ask what breaks when two valid values collide.",Kapan produktivitas menghapus diri?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pertanyaan karier berada di antara makna, status, dan bertahan hidup. Weber dan Hochschild sama-sama menunjukkan bagaimana kerja membentuk diri. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
career-hard-05,career,hard,Is balance a realistic goal or a slogan?,Push the idea until it collides with a competing value or edge case.,"Career questions sit between meaning, status, and survival. Weber and Hochschild both show how work can shape the self. For a hard discussion, ask what breaks when two valid values collide.",Apakah keseimbangan tujuan realistis atau slogan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pertanyaan karier berada di antara makna, status, dan bertahan hidup. Weber dan Hochschild sama-sama menunjukkan bagaimana kerja membentuk diri. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
environment-easy-01,environment,easy,Should future generations have a say today?,Start with a concrete everyday case before expanding the argument.,"Environmental debates compare private action with systemic responsibility. Carson and Ostrom both remind us that scale matters. For an easy discussion, keep the example concrete and personal.",Apakah generasi mendatang berhak atas keputusan kita hari ini?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Debat lingkungan membandingkan tindakan pribadi dengan tanggung jawab sistemik. Carson dan Ostrom sama-sama mengingatkan bahwa skala itu penting. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
environment-easy-02,environment,easy,Can individual action match systemic harm?,Start with a concrete everyday case before expanding the argument.,"Environmental debates compare private action with systemic responsibility. Carson and Ostrom both remind us that scale matters. For an easy discussion, keep the example concrete and personal.",Bisakah tindakan individu menandingi kerusakan sistemik?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Debat lingkungan membandingkan tindakan pribadi dengan tanggung jawab sistemik. Carson dan Ostrom sama-sama mengingatkan bahwa skala itu penting. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
environment-easy-03,environment,easy,Is nature something to protect or to live within?,Start with a concrete everyday case before expanding the argument.,"Environmental debates compare private action with systemic responsibility. Carson and Ostrom both remind us that scale matters. For an easy discussion, keep the example concrete and personal.",Apakah alam sesuatu yang dilindungi atau justru ditempati?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Debat lingkungan membandingkan tindakan pribadi dengan tanggung jawab sistemik. Carson dan Ostrom sama-sama mengingatkan bahwa skala itu penting. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
environment-easy-04,environment,easy,Should growth yield to sustainability?,Start with a concrete everyday case before expanding the argument.,"Environmental debates compare private action with systemic responsibility. Carson and Ostrom both remind us that scale matters. For an easy discussion, keep the example concrete and personal.",Haruskah pertumbuhan tunduk pada keberlanjutan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Debat lingkungan membandingkan tindakan pribadi dengan tanggung jawab sistemik. Carson dan Ostrom sama-sama mengingatkan bahwa skala itu penting. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
environment-easy-05,environment,easy,What counts as responsible stewardship?,Start with a concrete everyday case before expanding the argument.,"Environmental debates compare private action with systemic responsibility. Carson and Ostrom both remind us that scale matters. For an easy discussion, keep the example concrete and personal.",Apa yang disebut pengelolaan yang bertanggung jawab?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Debat lingkungan membandingkan tindakan pribadi dengan tanggung jawab sistemik. Carson dan Ostrom sama-sama mengingatkan bahwa skala itu penting. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
environment-medium-01,environment,medium,Should future generations have a say today?,"Test the idea against a trade-off, incentive, or unintended effect.","Environmental debates compare private action with systemic responsibility. Carson and Ostrom both remind us that scale matters. For a medium discussion, add incentives, power, and long-term consequences.",Apakah generasi mendatang berhak atas keputusan kita hari ini?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Debat lingkungan membandingkan tindakan pribadi dengan tanggung jawab sistemik. Carson dan Ostrom sama-sama mengingatkan bahwa skala itu penting. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
environment-medium-02,environment,medium,Can individual action match systemic harm?,"Test the idea against a trade-off, incentive, or unintended effect.","Environmental debates compare private action with systemic responsibility. Carson and Ostrom both remind us that scale matters. For a medium discussion, add incentives, power, and long-term consequences.",Bisakah tindakan individu menandingi kerusakan sistemik?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Debat lingkungan membandingkan tindakan pribadi dengan tanggung jawab sistemik. Carson dan Ostrom sama-sama mengingatkan bahwa skala itu penting. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
environment-medium-03,environment,medium,Is nature something to protect or to live within?,"Test the idea against a trade-off, incentive, or unintended effect.","Environmental debates compare private action with systemic responsibility. Carson and Ostrom both remind us that scale matters. For a medium discussion, add incentives, power, and long-term consequences.",Apakah alam sesuatu yang dilindungi atau justru ditempati?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Debat lingkungan membandingkan tindakan pribadi dengan tanggung jawab sistemik. Carson dan Ostrom sama-sama mengingatkan bahwa skala itu penting. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
environment-medium-04,environment,medium,Should growth yield to sustainability?,"Test the idea against a trade-off, incentive, or unintended effect.","Environmental debates compare private action with systemic responsibility. Carson and Ostrom both remind us that scale matters. For a medium discussion, add incentives, power, and long-term consequences.",Haruskah pertumbuhan tunduk pada keberlanjutan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Debat lingkungan membandingkan tindakan pribadi dengan tanggung jawab sistemik. Carson dan Ostrom sama-sama mengingatkan bahwa skala itu penting. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
environment-medium-05,environment,medium,What counts as responsible stewardship?,"Test the idea against a trade-off, incentive, or unintended effect.","Environmental debates compare private action with systemic responsibility. Carson and Ostrom both remind us that scale matters. For a medium discussion, add incentives, power, and long-term consequences.",Apa yang disebut pengelolaan yang bertanggung jawab?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Debat lingkungan membandingkan tindakan pribadi dengan tanggung jawab sistemik. Carson dan Ostrom sama-sama mengingatkan bahwa skala itu penting. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
environment-hard-01,environment,hard,Should future generations have a say today?,Push the idea until it collides with a competing value or edge case.,"Environmental debates compare private action with systemic responsibility. Carson and Ostrom both remind us that scale matters. For a hard discussion, ask what breaks when two valid values collide.",Apakah generasi mendatang berhak atas keputusan kita hari ini?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Debat lingkungan membandingkan tindakan pribadi dengan tanggung jawab sistemik. Carson dan Ostrom sama-sama mengingatkan bahwa skala itu penting. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
environment-hard-02,environment,hard,Can individual action match systemic harm?,Push the idea until it collides with a competing value or edge case.,"Environmental debates compare private action with systemic responsibility. Carson and Ostrom both remind us that scale matters. For a hard discussion, ask what breaks when two valid values collide.",Bisakah tindakan individu menandingi kerusakan sistemik?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Debat lingkungan membandingkan tindakan pribadi dengan tanggung jawab sistemik. Carson dan Ostrom sama-sama mengingatkan bahwa skala itu penting. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
environment-hard-03,environment,hard,Is nature something to protect or to live within?,Push the idea until it collides with a competing value or edge case.,"Environmental debates compare private action with systemic responsibility. Carson and Ostrom both remind us that scale matters. For a hard discussion, ask what breaks when two valid values collide.",Apakah alam sesuatu yang dilindungi atau justru ditempati?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Debat lingkungan membandingkan tindakan pribadi dengan tanggung jawab sistemik. Carson dan Ostrom sama-sama mengingatkan bahwa skala itu penting. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
environment-hard-04,environment,hard,Should growth yield to sustainability?,Push the idea until it collides with a competing value or edge case.,"Environmental debates compare private action with systemic responsibility. Carson and Ostrom both remind us that scale matters. For a hard discussion, ask what breaks when two valid values collide.",Haruskah pertumbuhan tunduk pada keberlanjutan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Debat lingkungan membandingkan tindakan pribadi dengan tanggung jawab sistemik. Carson dan Ostrom sama-sama mengingatkan bahwa skala itu penting. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
environment-hard-05,environment,hard,What counts as responsible stewardship?,Push the idea until it collides with a competing value or edge case.,"Environmental debates compare private action with systemic responsibility. Carson and Ostrom both remind us that scale matters. For a hard discussion, ask what breaks when two valid values collide.",Apa yang disebut pengelolaan yang bertanggung jawab?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Debat lingkungan membandingkan tindakan pribadi dengan tanggung jawab sistemik. Carson dan Ostrom sama-sama mengingatkan bahwa skala itu penting. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
religion-easy-01,religion,easy,Can faith coexist with doubt?,Start with a concrete everyday case before expanding the argument.,"Religion can be faith, community, morality, or comfort. William James and Durkheim would read the same practice in different ways. For an easy discussion, keep the example concrete and personal.",Bisakah iman berjalan berdampingan dengan keraguan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Agama bisa menjadi iman, komunitas, moralitas, atau penghiburan. William James dan Durkheim akan membaca praktik yang sama secara berbeda. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
religion-easy-02,religion,easy,Is spirituality possible without institutions?,Start with a concrete everyday case before expanding the argument.,"Religion can be faith, community, morality, or comfort. William James and Durkheim would read the same practice in different ways. For an easy discussion, keep the example concrete and personal.",Apakah spiritualitas mungkin tanpa institusi?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Agama bisa menjadi iman, komunitas, moralitas, atau penghiburan. William James dan Durkheim akan membaca praktik yang sama secara berbeda. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
religion-easy-03,religion,easy,Does religion unite more than divide?,Start with a concrete everyday case before expanding the argument.,"Religion can be faith, community, morality, or comfort. William James and Durkheim would read the same practice in different ways. For an easy discussion, keep the example concrete and personal.",Apakah agama lebih banyak menyatukan daripada memecah?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Agama bisa menjadi iman, komunitas, moralitas, atau penghiburan. William James dan Durkheim akan membaca praktik yang sama secara berbeda. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
religion-easy-04,religion,easy,Can morality stand without belief?,Start with a concrete everyday case before expanding the argument.,"Religion can be faith, community, morality, or comfort. William James and Durkheim would read the same practice in different ways. For an easy discussion, keep the example concrete and personal.",Bisakah moralitas berdiri tanpa kepercayaan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Agama bisa menjadi iman, komunitas, moralitas, atau penghiburan. William James dan Durkheim akan membaca praktik yang sama secara berbeda. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
religion-easy-05,religion,easy,What does sacred mean in modern life?,Start with a concrete everyday case before expanding the argument.,"Religion can be faith, community, morality, or comfort. William James and Durkheim would read the same practice in different ways. For an easy discussion, keep the example concrete and personal.",Apa arti sakral di kehidupan modern?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Agama bisa menjadi iman, komunitas, moralitas, atau penghiburan. William James dan Durkheim akan membaca praktik yang sama secara berbeda. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
religion-medium-01,religion,medium,Can faith coexist with doubt?,"Test the idea against a trade-off, incentive, or unintended effect.","Religion can be faith, community, morality, or comfort. William James and Durkheim would read the same practice in different ways. For a medium discussion, add incentives, power, and long-term consequences.",Bisakah iman berjalan berdampingan dengan keraguan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Agama bisa menjadi iman, komunitas, moralitas, atau penghiburan. William James dan Durkheim akan membaca praktik yang sama secara berbeda. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
